emotion,browDownLeft,browDownRight,browInnerUp,cheekSquintLeft,cheekSquintRight,eyeBlinkRight,eyeBlinkLeft,eyeSquintRight,eyeSquintLeft,eyeWideLeft,eyeWideRight,jawOpen,mouthSmileLeft,mouthSmileRight
0,0.016891615465283394,0.003933309111744165,0.11949507892131805,3.45776527410635e-7,3.1143119372245565e-7,0.4472920000553131,0.4931891858577728,0.33462998270988464,0.4935269057750702,0.0008598639396950603,0.0006630638963542879,0.014188417233526707,0.00003374314110260457,0.000015712623280705884
0,0.03063933365046978,0.11966334283351898,0.04638143256306648,7.787281930404788e-8,3.3464647941627845e-8,0.6867139339447021,0.4770505428314209,0.2303158938884735,0.601868748664856,0.003629121230915189,0.00004282082954887301,0.0057321954518556595,0.000025882258341880515,0.000042165949707850814
0,0.0006916627753525972,0.000043427655327832326,0.4046642482280731,0.000008261306902568322,0.0000023264522042154567,0.6100910902023315,0.8288459181785583,0.4710473418235779,0.44833192229270935,0.0002008168085012585,0.0009786458685994148,0.0009924429468810558,0.08116091042757034,0.016443416476249695
0,0.1724960058927536,0.08789696544408798,0.01138268318027258,0.0000011413231959522818,0.0000016600415619905107,0.5942320823669434,0.6419491171836853,0.36549076437950134,0.39537855982780457,0.0006244497490115464,0.000433413457358256,0.020311689004302025,0.09961526840925217,0.07292546331882477
0,0.006196268834173679,0.0048448736779391766,0.09898265451192856,0.0000011241946822337923,2.6845381739803997e-7,0.7549108266830444,0.7818927764892578,0.4209054708480835,0.40164342522621155,0.00030265754321590066,0.00023545909789390862,0.0076925563625991344,0.00003401057256269269,0.000013875574040866923
0,0.11091039329767227,0.0410769060254097,0.03306858614087105,2.4234356033048243e-7,1.4651116941877262e-7,0.3679502308368683,0.5437686443328857,0.4448246359825134,0.5981081128120422,0.00143005873542279,0.000680686323903501,0.0034424178302288055,0.10644125938415527,0.12111484259366989
0,0.009971131570637226,0.005769952200353146,0.21276214718818665,2.0315466997544718e-7,8.866084044711897e-7,0.0017480660462751985,0.005279012490063906,0.005955700296908617,0.014041058719158173,0.10055521875619888,0.26382577419281006,0.0023511392064392567,0.000008986992725112941,0.000004660458671423839
0,0.18734027445316315,0.09661819785833359,0.08282525092363358,5.398815687840397e-7,1.779718843408773e-7,0.11914797872304916,0.10744660347700119,0.2604527175426483,0.48167258501052856,0.005992187652736902,0.003924340941011906,0.02332458458840847,0.0000011022963235518546,6.773317409169977e-7
0,0.002997503848746419,0.004875693004578352,0.43467018008232117,6.346587611005816e-7,2.864164230231836e-7,0.23664484918117523,0.18883270025253296,0.34683093428611755,0.4418056309223175,0.004331715404987335,0.002058692742139101,0.10256990790367126,0.000001927835000969935,0.0000017298283410127624
0,0.30386629700660706,0.30922994017601013,0.000479112466564402,1.5452808099780668e-7,2.1519215920307033e-7,0.2813512086868286,0.288651704788208,0.6465604305267334,0.5265151262283325,0.002136523835361004,0.0011848214780911803,0.010440243408083916,0.0012881499715149403,0.0016950122080743313
0,0.04305224120616913,0.014039348810911179,0.0189201720058918,9.484816132498963e-7,4.13601952686804e-7,0.009204489178955555,0.023324038833379745,0.08546715974807739,0.2074381560087204,0.025020698085427284,0.054590415209531784,0.019392527639865875,0.0000010395494882686762,5.711506219086004e-7
0,0.0073822676204144955,0.010387487709522247,0.25901344418525696,1.9090349212547153e-7,5.7291604349529734e-8,0.047129370272159576,0.05843229964375496,0.04826728254556656,0.35472172498703003,0.028912976384162903,0.00770313385874033,0.00020772416610270739,0.0014809579588472843,0.002396636176854372
0,0.019908249378204346,0.016273697838187218,0.0961480662226677,0.0000010902086842179415,2.6290118171345966e-7,0.01619415357708931,0.039855681359767914,0.10246279835700989,0.29554346203804016,0.012554438784718513,0.033370520919561386,0.004409141838550568,0.000015752082617837004,0.000011523891771503258
0,0.0031097473111003637,0.0003159844200126827,0.48636990785598755,5.994919547447353e-7,4.2472211703170615e-7,0.04740108177065849,0.11056684702634811,0.056401122361421585,0.1391698122024536,0.010513242334127426,0.01788519322872162,0.005344090051949024,0.0000012464178098525736,4.886816213911516e-7
0,0.04148570075631142,0.007043779361993074,0.017262479290366173,5.369353175410652e-7,2.0228237929131865e-7,0.04677543789148331,0.054044950753450394,0.26304924488067627,0.537199079990387,0.011733641847968102,0.010786261409521103,0.015001158230006695,0.000004407585038279649,0.0000042856363506871276
0,0.045186929404735565,0.00176238885615021,0.018325557932257652,0.0000027044320631830487,4.844783347834891e-7,0.17828360199928284,0.6038548946380615,0.6737288236618042,0.6498697996139526,0.00036192979314364493,0.0037230809684842825,0.009500499814748764,0.006811781786382198,0.0011801330838352442
0,0.40932497382164,0.4348331689834595,0.0008830639417283237,3.973112541189039e-7,3.432145945225784e-7,0.22619152069091797,0.21932116150856018,0.5985764265060425,0.6542841196060181,0.004350689239799976,0.0030587445944547653,0.1308499425649643,9.810565693157969e-9,1.0681835860282263e-8
0,0.031707294285297394,0.046748314052820206,0.0002589115465525538,0.0000012372854598652339,0.000002020324473051005,0.021168598905205727,0.01704062707722187,0.22813469171524048,0.37530988454818726,0.03783244639635086,0.03113582357764244,0.0014623907627537847,0.027655726298689842,0.017960336059331894
0,0.009214348159730434,0.006422281730920076,0.0169022548943758,0.0000016107712781376904,9.161352068076667e-7,0.09249866753816605,0.0991487130522728,0.49764779210090637,0.2896152138710022,0.005247601307928562,0.007495060563087463,0.0011487050214782357,0.00046687855501659214,0.00027110858354717493
0,0.016380496323108673,0.0022541116923093796,0.039392899721860886,0.000001254665676242439,3.584985108773253e-7,0.14307287335395813,0.21443909406661987,0.45225271582603455,0.1998257040977478,0.0018250601133331656,0.004482549615204334,0.0025118482299149036,0.00021176313748583198,0.00011392232408979908
0,0.3037894368171692,0.2713925540447235,0.008696095086634159,0.0000011969362958552665,1.8823224934294558e-7,0.02923424355685711,0.04085322842001915,0.3804614841938019,0.3245882987976074,0.013983171433210373,0.010690509341657162,0.021717308089137077,0.000009054851943801623,0.000007995484338607639
0,0.09899543970823288,0.09695075452327728,0.12102902680635452,4.569567124690366e-7,2.1612794398606638e-7,0.05116245150566101,0.06849944591522217,0.04665253311395645,0.1105327308177948,0.012164891697466373,0.015998732298612595,0.0002165310288546607,0.002101222286000848,0.0010175297502428293
0,0.0020595588721334934,0.055921539664268494,0.0624006986618042,9.438067536393646e-7,7.007279805293365e-7,0.42232006788253784,0.17910407483577728,0.18014611303806305,0.5957462787628174,0.008657802827656269,0.0010332060046494007,0.004060021601617336,0.7314393520355225,0.6714363694190979
0,0.14075593650341034,0.1608210951089859,0.007854108698666096,3.703793538534228e-7,1.6966539817531157e-7,0.13417460024356842,0.0982934907078743,0.5237370729446411,0.6076173782348633,0.007818710058927536,0.004341373685747385,0.1296532303094864,2.708040369725495e-7,4.037212022467429e-7
0,0.5429303050041199,0.5891469717025757,0.0015363093698397279,1.0247809711927403e-7,2.8611339075723663e-7,0.3493141233921051,0.3750542104244232,0.3713328540325165,0.3152797520160675,0.003258920507505536,0.001880832016468048,0.0004442329809535295,0.058395400643348694,0.04889780655503273
0,0.0030822763219475746,0.0026670496445149183,0.3528934717178345,0.000001174913336399186,5.383899974731321e-7,0.5151567459106445,0.45799729228019714,0.5501827001571655,0.6072525978088379,0.0009984313510358334,0.0004357979341875762,0.3096582889556885,0.000029305752832442522,0.000036410452594282106
0,0.17124544084072113,0.0437035858631134,0.01018096785992384,0.000006032045348547399,0.0000014486050758932834,0.04929516837000847,0.5362573862075806,0.755933403968811,0.06183933466672897,0.0006290941964834929,0.016155896708369255,0.010225006379187107,0.36599138379096985,0.2745375335216522
0,0.7648376226425171,0.802729070186615,0.000011215166523470543,1.0505687697559551e-7,9.644331555591634e-8,0.48849111795425415,0.35971182584762573,0.5912374258041382,0.6613922119140625,0.001953993458300829,0.0002505283337086439,0.002718354808166623,0.004737589508295059,0.010836645029485226
0,0.06193383038043976,0.07951484620571136,0.01883876509964466,0.0000011476241752461647,0.000003101044967479538,0.15624435245990753,0.10189422965049744,0.17846299707889557,0.242714524269104,0.01661137118935585,0.006131591275334358,0.2302674502134323,0.006673059891909361,0.004983303137123585
0,0.0003890889056492597,0.0012634492013603449,0.4317375719547272,6.639510843342578e-7,2.2337000871175405e-7,0.07758648693561554,0.18786142766475677,0.12406735122203827,0.13368839025497437,0.005122414790093899,0.009896700270473957,0.0010321129811927676,0.0006977965822443366,0.0003130823315586895
0,0.13113528490066528,0.10396184027194977,0.0016609651502221823,6.94962636771379e-7,0.0000024651728836033726,0.071905218064785,0.2906133234500885,0.5712088346481323,0.2837614119052887,0.0018981022294610739,0.014790117740631104,0.004977291915565729,0.012521290220320225,0.0022997665219008923
0,0.03652253746986389,0.036026399582624435,0.12447479367256165,0.0000014018698948348174,6.533304031108855e-7,0.0535256452858448,0.06774335354566574,0.2760097086429596,0.6188449859619141,0.013877898454666138,0.014834958128631115,0.0016201885882765055,0.5379454493522644,0.5492744445800781
0,0.4325011968612671,0.36219900846481323,0.0007566600106656551,7.516759978898335e-7,8.962080499941294e-8,0.09831245243549347,0.23915259540081024,0.733546257019043,0.45963406562805176,0.0038267895579338074,0.0020934217609465122,0.019114727154374123,0.0006289650918915868,0.001875322195701301
0,0.006299777887761593,0.0017650777008384466,0.12334246188402176,2.1523976556636626e-7,6.584581768720454e-8,0.034068867564201355,0.08180561661720276,0.21102014183998108,0.18898817896842957,0.010361216962337494,0.021277936175465584,0.00943903997540474,1.7845626132384496e-7,3.2046725095824513e-7
0,0.00032238458516076207,0.0002880115935113281,0.6472082138061523,9.242226042260882e-7,1.4557576832885388e-7,0.0035525818821042776,0.010646257549524307,0.011867297813296318,0.06874559819698334,0.06799131631851196,0.08554740250110626,0.002085080137476325,0.00012508845247793943,0.00009037635754793882
